date,raanking,title,writer,press,kategorie
202402,109,"죽음이 물었다, 어떻게 살 거냐고",한스 할터 저/한윤진 역,포레스트북스,국내도서-인문
202402,110,원피스 ONE PIECE 107,"오다 에이치로 글,그림",대원,국내도서-만화/라이트노벨
202402,111,자본주의,EBS 자본주의 제작팀 저/EBS MEDIA 기획,가나출판사,국내도서-경제 경영
202402,112,2024~2025 대한민국 산업지도,이래학 저,경이로움,국내도서-경제 경영
202402,113,타키 포오의 이세계 여행사 5,원작 캐릭온TV 원저/송도수 글/이지운 그림,대원씨아이(단행)(대원키즈),국내도서-어린이
202402,114,레버리지,롭 무어 저/김유미 역,다산북스,국내도서-경제 경영
202402,115,해커스 보카 Hackers Vocabulary,David Cho 저,해커스어학연구소,국내도서-국어 외국어 사전
202402,116,돈의 심리학 (30만 부 기념 스페셜 에디션),모건 하우절 저/이지연 역,인플루엔셜,국내도서-경제 경영
202402,117,해커스 토익 RC 리딩(Reading),David Cho 저,해커스어학연구소,국내도서-국어 외국어 사전
202402,118,보편의 단어,이기주 저,말글터,국내도서-에세이
202402,119,지적 대화를 위한 넓고 얕은 지식 1,채사장 저,웨일북,국내도서-인문
202402,120,최민준의 아들코칭 백과,최민준 저,위즈덤하우스,국내도서-가정 살림
202402,121,도시와 그 불확실한 벽,무라카미 하루키 저/홍은주 역,문학동네,국내도서-소설/시/희곡
202402,122,사랑을 무게로 안 느끼게,박완서 저,세계사,국내도서-에세이
202402,123,세상의 마지막 기차역,무라세 다케시 저/김지연 역,모모,국내도서-소설/시/희곡
202402,124,2024 선재국어 실전 봉투 모의고사 1,이선재 편저,에스티유니타스,국내도서-수험서 자격증
202402,125,놀라움의 힘,마이클 루셀 저/김지연 역,상상스퀘어,국내도서-자기계발
202402,126,문학을 열다 세트,김유정 등저/에토프 그림,스푼북,국내도서-청소년
202402,127,사피엔스,유발 하라리 저/조현욱 역/이태수 감수,김영사,국내도서-인문
202402,128,부자의 그릇,이즈미 마사토 저/김윤수 역,다산북스,국내도서-경제 경영
202402,129,영어 필사 100일의 기적 (스프링 제본),퍼포먼스 코치 리아 저,넥서스,국내도서-국어 외국어 사전
202402,130,나는 주식으로 월급 두 번 받는다,공돌투자자(김동준) 저,알에이치코리아(RHK),국내도서-경제 경영
202402,131,잭파시의 부동산 톱다운 투자법,잭파시(최경천) 저,다산북스,국내도서-경제 경영
202402,132,시대예보: 핵개인의 시대,송길영 저,교보문고,국내도서-경제 경영
202402,133,불편한 편의점,김호연 저,나무옆의자,국내도서-소설/시/희곡
202402,134,총 균 쇠,재레드 다이아몬드 저/강주헌 역,김영사,국내도서-인문
202402,135,"2024.2025 큰별쌤 최태성의 별별한국사 시대별 기출문제집 한국사능력검정시험 심화(1,2,3급)",최태성 저,이투스북,국내도서-수험서 자격증
202402,136,살인자의 쇼핑몰,강지영 저,자음과모음,국내도서-소설/시/희곡
202402,137,메리골드 마음 세탁소,윤정은 저,북로망스,국내도서-소설/시/희곡
202402,138,빨간내복야코 2,빨간내복야코 원저/서후 글그림,샌드박스스토리 키즈,국내도서-어린이
202402,139,의학의 대가들,앤드루 램 저/서종민 역,상상스퀘어,국내도서-건강 취미
202402,140,2024 유휘운 행정법총론 실전동형 모의고사,유휘운 저,메가스터디교육(공무원),국내도서-수험서 자격증
202402,141,2024 에듀윌 공인중개사 오시훈 합격서 부동산공법 이론+체계도,오시훈 편저,에듀윌,국내도서-수험서 자격증
202402,142,2024 문동균 한국사 D-30 문단속 모의고사,문동균 편저,에스티유니타스,국내도서-수험서 자격증
202402,143,컨셉 수업,"호소다 다카히로 저/지소연,권희주 역",알에이치코리아(RHK),국내도서-경제 경영
202402,144,김재우의 영어회화 100,김재우 저,상상스퀘어,국내도서-국어 외국어 사전
202402,145,2024 SD에듀 투자자산운용사 실제유형 모의고사 + 특별부록 PASSCODE Premium ver 5.0,유창호 편저,시대고시기획 시대교육,국내도서-수험서 자격증
202402,146,우리가 작별 인사를 할 때마다,마거릿 렌클 저/빌리 렌클 그림/최정수 역,을유문화사,국내도서-에세이
202402,147,내면소통,김주환 저,인플루엔셜,국내도서-인문
202402,148,똑똑한 사람은 어떻게 생각하고 질문하는가,이시한 저,북플레저,국내도서-자기계발
202402,149,데일 카네기 인간관계론 (무삭제 완역본),데일 카네기 저/박선영 역/신영준 감수,상상스퀘어,국내도서-자기계발
202402,150,사장학개론,김승호 저,스노우폭스북스,국내도서-경제 경영
202402,151,누구나 알고 싶어 하는 아파트 투자 방법,구만수 저,두드림미디어,국내도서-경제 경영
202402,152,NEW 미꽃체 손글씨 노트,최현미(미꽃) 저,시원북스,국내도서-건강 취미
202402,153,세상은 이야기로 만들어졌다,"자미라 엘 우아실,프리데만 카릭 공저/김현정 역",원더박스,국내도서-인문
202402,154,브랜드 설계자,러셀 브런슨 저/홍경탁 역,윌북(willbook),국내도서-경제 경영
202402,155,양선수의 온라인 PT,양선수 저,싸이프레스,국내도서-건강 취미
202402,156,해커스 토익 LC 리스닝(Listening),David Cho 저,해커스어학연구소,국내도서-국어 외국어 사전
202402,157,임신 출산 육아 대백과 최신개정판,편집부 저,삼성출판사,국내도서-가정 살림
202402,158,하와이 대저택 100일 미라클,하와이 대저택 저,메가스터디북스,국내도서-자기계발
202402,159,바다가 들리는 편의점 합본 (겨울 한정판 에디션),마치다 소노코 저/황국영 역,모모,국내도서-소설/시/희곡
202402,160,침팬지 폴리틱스,"프란스 드 발 저/황상익,장대익 공역",바다출판사,국내도서-자연과학
202402,161,100일 아침 습관의 기적,켈리 최 저,다산북스,국내도서-자기계발
202402,162,가장 아끼는 너에게 주고 싶은 말,도연화 저,부크럼,국내도서-에세이
202402,163,초등 신문 읽기 환경·국제,양춘미 저,서사원주니어,국내도서-어린이
202402,164,살인자의 쇼핑몰 2,강지영 저,자음과모음,국내도서-소설/시/희곡
202402,165,2024 이동기 영어 실전동형 모의고사 Vol. 2,이동기 저,에스티유니타스,국내도서-수험서 자격증
202402,166,화산귀환 5 한정판,STUDIO LICO 글그림/비가 원저,에이템포미디어,국내도서-만화/라이트노벨
202402,167,어린 왕자 오리지널 초판본,앙투안 드 생텍쥐페리 저/김수영 역,코너스톤(도서),국내도서-소설/시/희곡
202402,168,손실 없는 투자원칙,남석관 저,모루,국내도서-경제 경영
202402,169,타키 포오 코믹 어드벤처 4,캐릭온TV 원저/안도감 글/김규태 그림,대원씨아이(단행)(대원키즈),국내도서-어린이
202402,170,아주 세속적인 지혜,발타자르 그라시안 저/강정선 역,페이지2,국내도서-자기계발
202402,171,2024 써니 행정법총론 실전동형 모의고사,박준철 편저,지금(도서출판),국내도서-수험서 자격증
202402,172,던전밥 13,"쿠이 료코 글,그림/김민재 역",소미미디어,국내도서-만화/라이트노벨
202402,173,그리스 로마 신화 37,박시연 글/최우빈 그림/김헌 감수,아울북,국내도서-어린이
202402,174,2024 이기적 컴퓨터활용능력 2급 필기 기본서,"홍태성,영진정보연구소 공저",영진닷컴,국내도서-IT 모바일
202402,175,마음 지구력,윤홍균 저,21세기북스,국내도서-자기계발
202402,176,2024 심우철 실전 동형 모의고사 Season 1,심우철 저,심슨북스,국내도서-수험서 자격증
202402,177,히든 포텐셜,애덤 그랜트 저/홍지수 역,한국경제신문,국내도서-자기계발
202402,178,불편한 편의점 2,김호연 저,나무옆의자,국내도서-소설/시/희곡
202402,179,마케팅 설계자,러셀 브런슨 저/이경식 역,윌북(willbook),국내도서-경제 경영
202402,180,데미안,헤르만 헤세 저/전영애 역,민음사,국내도서-소설/시/희곡
202402,181,한국 도시의 미래,김시덕 저,포레스트북스,국내도서-경제 경영
202402,182,참을 수 없는 존재의 가벼움,밀란 쿤데라 저/이재룡 역,민음사,국내도서-소설/시/희곡
202402,183,일본어 무작정 따라하기 완전판,후지이아사리 저,길벗이지톡,국내도서-국어 외국어 사전
202402,184,SKY 로드맵,이병훈 저,쌤앤파커스,국내도서-가정 살림
202402,185,이은경쌤의 사자성어 속담 일력 365,이은경 저,포레스트북스,국내도서-가정 살림
202402,186,그릿 (50만 부 판매 기념 리커버 골드에디션),앤절라 더크워스 저/김미정 역,비즈니스북스,국내도서-자기계발
202402,187,완전 배출,조승우 저,사이몬북스,국내도서-건강 취미
202402,188,회사는 엑셀을 가르쳐주지 않아요,쏘피(박성희) 저,메가스터디북스,국내도서-IT 모바일
202402,189,2024 에듀윌 공인중개사 임선정 합격서 공인중개사법령 및 중개실무,임선정 저,에듀윌,국내도서-수험서 자격증
202402,190,미움받을 용기 (200만 부 기념 스페셜 에디션),"기시미 이치로,고가 후미타케 저/전경아 역/김정운 감수",인플루엔셜,국내도서-인문
202402,191,홍보의 신,김선태 저,21세기북스,국내도서-경제 경영
202402,192,때로는 간절함조차 아플 때가 있었다,강지영 저,빅피시,국내도서-에세이
202402,193,대한민국 돈의 역사,홍춘욱 저,상상스퀘어,국내도서-경제 경영
202402,194,2024 문동균 한국사 문단속 적중 최종 병기 FINAL 모의고사,문동균 편저,에스티유니타스,국내도서-수험서 자격증
202402,195,백년허리2 치료편,정선근 저,언탱글링,국내도서-건강 취미
202402,196,초밥이 옷을 사러 갔어요,타나카 타츠야 글/권남희 역,토토북,국내도서-유아
202402,197,마지막 마음이 들리는 공중전화,이수연 저,클레이하우스,국내도서-소설/시/희곡
202402,198,고양이 해결사 깜냥 6,홍민정 글/김재희 그림,창비,국내도서-어린이
202402,199,해커스 일본어 첫걸음 히라가나 가타카나 쓰기노트,해커스 일본어연구소 저,해커스어학연구소,국내도서-국어 외국어 사전
202402,200,Go Go 카카오프렌즈 31 네팔,김미영 글/김정한 그림,아울북,국내도서-어린이
202401,1,마흔에 읽는 쇼펜하우어,강용수 저,유노북스,국내도서-인문
202401,2,세이노의 가르침,세이노(SayNo) 저,데이원,국내도서-자기계발
202401,3,나는 메트로폴리탄 미술관의 경비원입니다,"패트릭 브링리 저/김희정,조현주 역",웅진지식하우스,국내도서-에세이
202401,4,처음부터 시작하는 주식투자 단타전략,홍인기 저,길벗,국내도서-경제 경영
202401,5,ETS 토익 정기시험 기출문제집 1000 Vol. 4 RC,ETS 저,YBM(와이비엠),국내도서-국어 외국어 사전
202401,6,ETS 토익 정기시험 기출문제집 1000 Vol. 4 LC,ETS 저,YBM(와이비엠),국내도서-국어 외국어 사전
202401,7,퓨처 셀프,벤저민 하디 저/최은아 역,상상스퀘어,국내도서-자기계발
202401,8,"2024 큰별쌤 최태성의 별별한국사 한국사능력검정시험 심화(1,2,3급) 상",최태성 저,이투스북,국내도서-수험서 자격증
202401,9,"2024 큰별쌤 최태성의 별별한국사 한국사능력검정시험 심화(1,2,3급) 하",최태성 저,이투스북,국내도서-수험서 자격증
202401,10,"푸바오, 언제나 사랑해","에버랜드 동물원 글,사진",시공주니어,국내도서-에세이
202401,11,트렌드 코리아 2024,"김난도,전미영,최지혜,이수진,권정윤,한다혜,이준영,이향은,이혜원,추예린,전다현 공저",미래의창,국내도서-경제 경영
202401,12,남에게 보여주려고 인생을 낭비하지 마라,아르투어 쇼펜하우어/저박제헌 역,페이지2,국내도서-인문
202401,13,내가 한 말을 내가 오해하지 않기로 함,문상훈 저,위너스북,국내도서-에세이
202401,14,도둑맞은 집중력,요한 하리 저/김하현 역,어크로스,국내도서-인문
202401,15,이처럼 사소한 것들,클레어 키건 저/홍한별 역,다산책방,국내도서-소설/시/희곡
202401,16,유목민의 투자의 정석,유목민 저,리더스북,국내도서-경제 경영
202401,17,2024 에듀윌 공인중개사 오시훈 합격서 부동산공법 이론+체계도,오시훈 편저,에듀윌,국내도서-수험서 자격증
202401,18,생각이 너무 많은 어른들을 위한 심리학 (10만부 돌파 기념 스페셜 에디션),김혜남 저,메이븐,국내도서-인문
202401,19,당신의 인생이 왜 힘들지 않아야 한다고 생각하십니까,쇼펜하우어 저/김욱 편역,포레스트북스,국내도서-인문
202401,20,아홉 살에 시작하는 똑똑한 초등신문,신효원 글,책장속북스,국내도서-어린이
202401,21,역행자 확장판,자청 저,웅진지식하우스,국내도서-자기계발
202401,22,해커스 토익 기출 VOCA (보카),David Cho 저,해커스어학연구소,국내도서-국어 외국어 사전
202401,23,데일 카네기 인간관계론 (무삭제 완역본),데일 카네기 저/임상훈 역,현대지성,국내도서-자기계발
202401,24,2024 에듀윌 공인중개사 임선정 합격서 공인중개사법령 및 중개실무,임선정 저,에듀윌,국내도서-수험서 자격증
202401,25,최소한의 한국사,최태성 저,프런트페이지,국내도서-역사
202401,26,ETS 토익기출 파트별 VOCA 보카,ETS 저,YBM(와이비엠),국내도서-국어 외국어 사전
202401,27,흔한남매 15,흔한남매 원저/백난도 글/유난희 그림/흔한컴퍼니 감수,미래엔아이세움,국내도서-어린이
202401,28,황금종이 1,조정래 저,해냄,국내도서-소설/시/희곡
202401,29,황금종이 2,조정래 저,해냄,국내도서-소설/시/희곡
202401,30,ETS 토익 단기공략 750+ (LC+RC),ETS 저,YBM(와이비엠),국내도서-국어 외국어 사전
202401,31,내가 생각한 인생이 아니야,류시화 저,수오서재,국내도서-에세이
202401,32,더 마인드,하와이 대저택 저,웅진지식하우스,국내도서-자기계발
202401,33,"죽음이 물었다, 어떻게 살 거냐고",한스 할터 저/한윤진 역,포레스트북스,국내도서-인문
202401,34,맡겨진 소녀,클레어 키건 저/허진 역,다산책방,국내도서-소설/시/희곡
202401,35,흔한남매 과학 탐험대 0 과학의 기초,"흔한남매 원저/김언정,이현진 글/김덕영 그림/정현철,김희목,권경아,최진수 기획/최진수 감수",주니어김영사,국내도서-어린이
202401,36,느리게 나이 드는 습관,정희원 저,한빛라이프,국내도서-건강 취미
202401,37,2024 에듀윌 공인중개사 김민석 합격서 부동산공시법,김민석 편저,에듀윌,국내도서-수험서 자격증
202401,38,2024 에듀윌 공인중개사 이영방 합격서 부동산학개론,이영방 편저,에듀윌,국내도서-수험서 자격증
202401,39,좋은 일이 오려고 그러나 보다 (리커버판),박여름 저,히읏,국내도서-에세이
202401,40,요즘 어른을 위한 최소한의 세계사,임소미 저/김봉중 감수,빅피시,국내도서-역사
202401,41,읽으면서 바로 써먹는 어린이 세계 여행,한날 글그림,파란정원,국내도서-어린이
202401,42,이은경쌤의 초등어휘일력 365,이은경 저,포레스트북스,국내도서-가정 살림
202401,43,"2024.2025 큰별쌤 최태성의 별별한국사 시대별 기출문제집 한국사능력검정시험 심화(1,2,3급)",최태성 저,이투스북,국내도서-수험서 자격증
202401,44,아주 희미한 빛으로도,최은영 저,문학동네,국내도서-소설/시/희곡
202401,45,돈의 속성 300쇄 리커버,김승호 저,스노우폭스북스,국내도서-경제 경영
202401,46,AI 2024,김덕진 저,스마트북스,국내도서-경제 경영
202401,47,100일 아침 습관의 기적,켈리 최 저,다산북스,국내도서-자기계발
202401,48,나는 배당투자로 매일 스타벅스 커피를 공짜로 마신다,송민섭(수페TV) 저,21세기북스,국내도서-경제 경영
202401,49,세상은 이야기로 만들어졌다,"자미라 엘 우아실,프리데만 카릭 공저/김현정 역",원더박스,국내도서-인문
202401,50,인생은 순간이다,김성근 저,다산북스,국내도서-에세이
202401,51,10대를 위한 총균쇠 수업,김정진 저,넥스트씨,국내도서-청소년
202401,52,모순,양귀자 저,쓰다,국내도서-소설/시/희곡
202401,53,원씽 THE ONE THING,"게리 켈러,제이 파파산 공저/구세희 역",비즈니스북스,국내도서-자기계발
202401,54,오늘부터 초등 지식왕,최선민 저,클랩북스,국내도서-어린이
202401,55,원피스 ONE PIECE 107,"오다 에이치로 글,그림",대원,국내도서-만화/라이트노벨
202401,56,이은경쌤의 사자성어 속담 일력 365,이은경 저,포레스트북스,국내도서-가정 살림
202401,57,2024 에듀윌 공인중개사 심정욱 합격서 민법 및 민사특별법,심정욱 편저,에듀윌,국내도서-수험서 자격증
202401,58,부의 추월차선 (10주년 스페셜 에디션),엠제이 드마코 저/신소영 역,토트출판사,국내도서-경제 경영
202401,59,용선생 교과서 세계사 1,"사회평론 역사연구소 글/뭉선생,이우일 그림/전국초등사회교과모임 감수",사회평론,국내도서-어린이
202401,60,"2024 큰별쌤 최태성의 별별한국사 기출 500제 한국사능력검정시험 심화 (1,2,3급)",최태성 저,이투스북,국내도서-수험서 자격증
202401,61,해커스 토익 RC 리딩(Reading),David Cho 저,해커스어학연구소,국내도서-국어 외국어 사전
202401,62,손실 없는 투자원칙,남석관 저,모루,국내도서-경제 경영
