date,ranking,title,writer,press,kategorie
2024-02,68,느리게 나이 드는 습관,정희원,한빛라이프,건강
2024-02,69,나는 배당투자로 매일 스타벅스 커피를 공짜로 마신다,송민섭(수페TV),21세기북스,경제/경영
2024-02,70,흔한남매 과학 탐험대 0: 과학의 기초,흔한남매,주니어김영사,어린이(초등)
2024-02,71,우리가 작별 인사를 할 때마다,마거릿 렌클,을유문화사,시/에세이
2024-02,72,금단의 마술,히가시노 게이고,재인,소설
2024-02,73,토익 단기공략 750+(LC+RC),ETS,YBM,외국어
2024-02,74,요즘 어른을 위한 최소한의 세계사,임소미,빅피시,역사/문화
2024-02,75,"뇌, 욕망의 비밀을 풀다",한스 게오르크 호이젤,비즈니스북스,경제/경영
2024-02,76,사람들이 죽기 전에 후회하는 33가지,진세란,산솔미디어,자기계발
2024-02,77,메리골드 마음 세탁소(30만 부 기념 한정 플라워 에디션),윤정은,북로망스,소설
2024-02,78,AI 2024 트렌드&활용백과,김덕진,스마트북스,경제/경영
2024-02,79,타이탄의 도구들(블랙 에디션),팀 페리스,토네이도,자기계발
2024-02,80,"죽음이 물었다, 어떻게 살 거냐고",한스 할터,포레스트북스,인문
2024-02,81,흔한남매의 흔한 호기심 11,흔한남매,미래엔아이세움,어린이(초등)
2024-02,82,해커스 일본어 첫걸음: 기초20일 독학 완성!,해커스 일본어연구소,해커스어학연구소,외국어
2024-02,83,타키 포오의 이세계 여행사 5,캐릭온TV,대원키즈,어린이(초등)
2024-02,84,벌써 마흔이 된 딸에게,한성희,메이븐,인문
2024-02,85,마지막 마음이 들리는 공중전화,이수연,클레이하우스,소설
2024-02,86,컨셉 수업,호소다 다카히로,알에이치코리아,경제/경영
2024-02,87,트러스트,에르난 디아스,문학동네,소설
2024-02,88,지적 대화를 위한 넓고 얕은 지식 1,채사장,웨일북(whalebooks),인문
2024-02,89,히든 포텐셜,애덤 그랜트,한국경제신문,자기계발
2024-02,90,말하고 싶은 비밀,사쿠라 이이요,모모,소설
2024-02,91,하는 일마다 잘되리라,전승환,북로망스,시/에세이
2024-02,92,흔한남매 이무기 1,이종혁,미래엔아이세움,어린이(초등)
2024-02,93,내가 생각한 인생이 아니야,류시화,수오서재,시/에세이
2024-02,94,성공하는 리더들의 영어 필사 100일의 기적,퍼포먼스 코치 제이 외,넥서스,외국어
2024-02,95,Who? Special 킬리안 음바페,김현수,다산어린이,어린이(초등)
2024-02,96,황금종이 1,조정래,해냄출판사,소설
2024-02,97,데미안,헤르만 헤세,민음사,소설
2024-02,98,사장학개론,김승호,스노우폭스북스,경제/경영
2024-02,99,이기적 유전자,리처드 도킨스,을유문화사,과학
2024-02,100,김재우의 영어회화 100,김재우,상상스퀘어,외국어
2024-01,1,나는 메트로폴리탄 미술관의 경비원입니다,패트릭 브링리,웅진지식하우스,시/에세이
2024-01,2,마흔에 읽는 쇼펜하우어,강용수,유노북스,인문
2024-01,3,세이노의 가르침,세이노(SayNo),데이원,자기계발
2024-01,4,처음부터 시작하는 주식투자 단타전략,홍인기,길벗,경제/경영
2024-01,5,트렌드 코리아 2024,김난도 외,미래의창,경제/경영
2024-01,6,내가 한 말을 내가 오해하지 않기로 함,문상훈,위너스북,시/에세이
2024-01,7,이처럼 사소한 것들,클레어 키건,다산책방,소설
2024-01,8,도둑맞은 집중력,요한 하리,어크로스,인문
2024-01,9,퓨처 셀프,벤저민 하디,상상스퀘어,자기계발
2024-01,10,생각이 너무 많은 어른들을 위한 심리학(10만 부 기념 스페셜 에디션),김혜남,메이븐,인문
2024-01,11,흔한남매 15,흔한남매,미래엔아이세움,어린이(초등)
2024-01,12,남에게 보여주려고 인생을 낭비하지 마라,쇼펜하우어,페이지2북스,인문
2024-01,13,역행자(확장판),자청,웅진지식하우스,자기계발
2024-01,14,해커스 토익 기출 VOCA(보카),David Cho,해커스어학연구소,외국어
2024-01,15,데일 카네기 인간관계론(무삭제 완역본),데일 카네기,현대지성,자기계발
2024-01,16,모순,양귀자,쓰다,소설
2024-01,17,"죽음이 물었다, 어떻게 살 거냐고",한스 할터,포레스트북스,인문
2024-01,18,쇼펜하우어 아포리즘: 당신의 인생이 왜 힘들지 않아야 한다고 생각하십니까,아르투어 쇼펜하우어,포레스트북스,인문
2024-01,19,아주 희미한 빛으로도,최은영,문학동네,소설
2024-01,20,원피스 107: 전설의 영웅,Eiichiro Oda,대원씨아이,만화
2024-01,21,부자들의 멘토,정미경 외,대한출판사,자기계발
2024-01,22,인생은 순간이다,김성근,다산북스,시/에세이
2024-01,23,돈의 속성(300쇄 리커버에디션),김승호,스노우폭스북스,경제/경영
2024-01,24,도시와 그 불확실한 벽,무라카미 하루키,문학동네,소설
2024-01,25,유목민의 투자의 정석,유목민,리더스북,경제/경영
2024-01,26,구의 증명,최진영,은행나무,소설
2024-01,27,당신이 생각하는 모든 것을 믿지 말라,조세프 응우옌,서삼독,자기계발
2024-01,28,보편의 단어,이기주,말글터,시/에세이
2024-01,29,불편한 편의점(벚꽃 에디션),김호연,나무옆의자,소설
2024-01,30,세상은 이야기로 만들어졌다,자미라 엘 우아실 외,원더박스,인문
2024-01,31,ETS 토익기출 파트별 VOCA,ETS,YBM,외국어
2024-01,32,"푸바오, 언제나 사랑해",에버랜드 동물원,시공주니어,시/에세이
2024-01,33,흔한남매 과학 탐험대 0: 과학의 기초,흔한남매,주니어김영사,어린이(초등)
2024-01,34,원씽(The One Thing)(60만 부 기념 스페셜 에디션),게리 켈러 외,비즈니스북스,자기계발
2024-01,35,읽으면서 바로 써먹는 어린이 세계 여행,한날,파란정원,어린이(초등)
2024-01,36,내가 생각한 인생이 아니야,류시화,수오서재,시/에세이
2024-01,37,맡겨진 소녀,클레어 키건,다산책방,소설
2024-01,38,나는 배당투자로 매일 스타벅스 커피를 공짜로 마신다,송민섭(수페TV),21세기북스,경제/경영
2024-01,39,시대예보: 핵개인의 시대(10만 부 기념 스페셜 에디션),송길영,교보문고,경제/경영
2024-01,40,하는 일마다 잘되리라,전승환,북로망스,시/에세이
2024-01,41,황금종이 1,조정래,해냄출판사,소설
2024-01,42,타키 포오 코믹 어드벤처 4,캐릭온TV,대원키즈,어린이(초등)
2024-01,43,더 마인드(10만부 기념 코멘터리 북),하와이 대저택,웅진지식하우스,자기계발
2024-01,44,부의 추월차선(10주년 스페셜 에디션),엠제이 드마코,토트,경제/경영
2024-01,45,트러스트,에르난 디아스,문학동네,소설
2024-01,46,사람과 돈이 따르는 센스 있는 3초 표현,아소 사이카,아이템하우스,자기계발
2024-01,47,기분이 태도가 되지 말자,김수현,하이스트,시/에세이
2024-01,48,바다가 들리는 편의점,마치다 소노코,모모,소설
2024-01,49,토익 단기공략 750+(LC+RC),ETS,YBM,외국어
2024-01,50,레버리지,롭 무어,다산북스,경제/경영
2024-01,51,아주 작은 습관의 힘,제임스 클리어,비즈니스북스,자기계발
2024-01,52,자본주의,EBS 자본주의 제작팀,가나출판사,경제/경영
2024-01,53,메리골드 마음 사진관,윤정은,북로망스,소설
2024-01,54,도파민네이션,애나 렘키,흐름출판,인문
2024-01,55,사는 동안 한 번은 팔아봐라,서과장,마인드셋,경제/경영
2024-01,56,인간 실격,다자이 오사무,민음사,소설
2024-01,57,최소한의 한국사(10만 부 기념 청자 에디션),최태성,프런트페이지,역사/문화
2024-01,58,요즘 어른을 위한 최소한의 세계사,임소미,빅피시,역사/문화
2024-01,59,AI 2024 트렌드&활용백과,김덕진,스마트북스,경제/경영
2024-01,60,물고기는 존재하지 않는다,룰루 밀러,곰출판,과학
2024-01,61,메리골드 마음 세탁소(30만 부 기념 한정 플라워 에디션),윤정은,북로망스,소설
2024-01,62,부자 아빠 가난한 아빠 1(20주년 특별 기념판),로버트 기요사키,민음인,경제/경영
2024-01,63,느리게 나이 드는 습관,정희원,한빛라이프,건강
2024-01,64,100일 아침 습관의 기적,켈리 최,다산북스,자기계발
2024-01,65,결국 해내는 사람들의 원칙,앨런 피즈 외,반니,자기계발
2024-01,66,하와이 대저택 100일 미라클,하와이 대저택,메가스터디북스,자기계발
2024-01,67,김미경의 마흔 수업(확장판),김미경,어웨이크북스,자기계발
2024-01,68,해커스 일본어 첫걸음: 기초20일 독학 완성!,해커스 일본어연구소,해커스어학연구소,외국어
2024-01,69,사랑인 줄 알았는데 부정맥,전국유로실버타운협회,포레스트북스,시/에세이
2024-01,70,타이탄의 도구들(블랙 에디션),팀 페리스,토네이도,자기계발
2024-01,71,작별하지 않는다,한강,문학동네,소설
2024-01,72,아무도 늙지 않는 세상,라정찬,쌤앤파커스,건강
2024-01,73,데일 카네기 자기관리론(국내최초 초판 무삭제 완역본),데일 카네기,현대지성,자기계발
2024-01,74,당신은 결국 무엇이든 해내는 사람(10만 부 기념 특별 리커버 에디션),김상현,필름(Feelm),시/에세이
2024-01,75,해커스 토익 RC Reading(리딩) 기본서,David Cho,해커스어학연구소,외국어
2024-01,76,김재우의 영어회화 100,김재우,상상스퀘어,외국어
2024-01,77,오늘도 딴생각에 빠진 당신에게,홋타 슈고,밀리언서재,자기계발
2024-01,78,각각의 계절,권여선,문학동네,소설
2024-01,79,불멸의 지혜,윌러스 델로이드 와틀즈,스노우폭스북스,경제/경영
2024-01,80,사장학개론,김승호,스노우폭스북스,경제/경영
2024-01,81,손실 없는 투자 원칙,남석관,모루,경제/경영
2024-01,82,오십에 읽는 주역,강기진,유노북스,인문
2024-01,83,영어필사 100일의 기적,퍼포먼스 코치 리아,넥서스,외국어
2024-01,84,빨간내복야코 1,빨간내복야코,샌드박스스토리,어린이(초등)
2024-01,85,이기적 유전자,리처드 도킨스,을유문화사,과학
2024-01,86,이주하는 인류,샘 밀러,미래의창,역사/문화
2024-01,87,사랑에 관한 거의 모든 기술,김달,빅피시,시/에세이
2024-01,88,지적 대화를 위한 넓고 얕은 지식 1,채사장,웨일북(whalebooks),인문
2024-01,89,좋은 일이 오려고 그러나 보다(10만부 기념 행운 에디션),박여름,히읏,시/에세이
2024-01,90,진짜 쓰는 실무 엑셀,오빠두(전진권),제이펍,컴퓨터/IT
2024-01,91,제정신이라는 착각,필리프 슈테르처,김영사,인문
2024-01,92,당신이 만나야 할 단 하나의 논어,판덩,미디어숲,인문
2024-01,93,아홉 살에 시작하는 똑똑한 초등신문,신효원,책장속북스,어린이(초등)
2024-01,94,불안,알랭 드 보통,은행나무,시/에세이
2024-01,95,시작의 기술(10만 부 기념 청룡 에디션),게리 비숍,웅진지식하우스,자기계발
2024-01,96,지박소년 하나코 군 20,아이다이로,서울미디어코믹스(서울문화사),만화
2024-01,97,웡카,시빌 파운더,시공주니어,어린이(초등)
2024-01,98,부자의 그릇,이즈미 마사토,다산북스,경제/경영
2024-01,99,2024 세계대전망,이코노미스트,한국경제신문,경제/경영
2024-01,100,대화의 정석,정흥수,피카(FIKA),자기계발
2023-12,1,마흔에 읽는 쇼펜하우어,강용수,유노북스,인문
2023-12,2,트렌드 코리아 2024,김난도 외,미래의창,경제/경영
2023-12,3,흔한남매 15,흔한남매,미래엔아이세움,어린이(초등)
2023-12,4,세이노의 가르침,세이노(SayNo),데이원,자기계발
2023-12,5,내가 한 말을 내가 오해하지 않기로 함,문상훈,위너스북,시/에세이
2023-12,6,퓨처 셀프,벤저민 하디,상상스퀘어,자기계발
2023-12,7,남에게 보여주려고 인생을 낭비하지 마라,쇼펜하우어,페이지2북스,인문
2023-12,8,생각이 너무 많은 어른들을 위한 심리학(10만 부 기념 스페셜 에디션),김혜남,메이븐,인문
2023-12,9,도둑맞은 집중력,요한 하리,어크로스,인문
2023-12,10,도시와 그 불확실한 벽,무라카미 하루키,문학동네,소설
2023-12,11,작별하지 않는다,한강,문학동네,소설
2023-12,12,황금종이 1,조정래,해냄출판사,소설
2023-12,13,나는 배당투자로 매일 스타벅스 커피를 공짜로 마신다,송민섭(수페TV),21세기북스,경제/경영
2023-12,14,쇼펜하우어 아포리즘: 당신의 인생이 왜 힘들지 않아야 한다고 생각하십니까,아르투어 쇼펜하우어,포레스트북스,인문
2023-12,15,더 마인드(10만부 기념 코멘터리 북),하와이 대저택,웅진지식하우스,자기계발
2023-12,16,인생은 순간이다,김성근,다산북스,시/에세이
2023-12,17,요즘 어른을 위한 최소한의 세계사,임소미,빅피시,역사/문화
2023-12,18,하는 일마다 잘되리라,전승환,북로망스,시/에세이
2023-12,19,역행자(확장판),자청,웅진지식하우스,자기계발
2023-12,20,시대예보: 핵개인의 시대(10만 부 기념 스페셜 에디션),송길영,교보문고,경제/경영
2023-12,21,에그박사 11,박송이,미래엔아이세움,어린이(초등)
2023-12,22,모순,양귀자,쓰다,소설
2023-12,23,내가 생각한 인생이 아니야,류시화,수오서재,시/에세이
2023-12,24,흔한남매 과학 탐험대 9: 대기와 날씨,흔한남매,주니어김영사,어린이(초등)
2023-12,25,불편한 편의점(벚꽃 에디션),김호연,나무옆의자,소설
2023-12,26,100일 아침 습관의 기적,켈리 최,다산북스,자기계발
2023-12,27,구의 증명,최진영,은행나무,소설
2023-12,28,돈의 속성(300쇄 리커버에디션),김승호,스노우폭스북스,경제/경영
2023-12,29,이처럼 사소한 것들,클레어 키건,다산책방,소설
2023-12,30,손실 없는 투자 원칙,남석관,모루,경제/경영
2023-12,31,김미경의 마흔 수업(확장판),김미경,어웨이크북스,자기계발
2023-12,32,해커스 토익 기출 VOCA(보카),David Cho,해커스어학연구소,외국어
2023-12,33,바다가 들리는 편의점,마치다 소노코,모모,소설
2023-12,34,사랑에 관한 거의 모든 기술,김달,빅피시,시/에세이
2023-12,35,데일 카네기 인간관계론(무삭제 완역본),데일 카네기,현대지성,자기계발
2023-12,36,나는 메트로폴리탄 미술관의 경비원입니다,패트릭 브링리,웅진지식하우스,시/에세이
2023-12,37,오십에 읽는 주역,강기진,유노북스,인문
2023-12,38,2024 세계대전망,이코노미스트,한국경제신문,경제/경영
2023-12,39,메리골드 마음 세탁소(30만 부 기념 한정 플라워 에디션),윤정은,북로망스,소설
2023-12,40,원씽(The One Thing)(60만 부 기념 스페셜 에디션),게리 켈러 외,비즈니스북스,자기계발
2023-12,41,각각의 계절,권여선,문학동네,소설
2023-12,42,전지적 푸바오 시점,송영관,위즈덤하우스,시/에세이
2023-12,43,기분이 태도가 되지 말자,김수현,하이스트,시/에세이
2023-12,44,당신이 생각하는 모든 것을 믿지 말라,조세프 응우옌,서삼독,자기계발
2023-12,45,설민석의 한국사 대모험 27,설민석 외,단꿈아이,어린이(초등)
2023-12,46,주술회전 24: 주태대전 재귀,아쿠타미 게게,서울미디어코믹스(서울문화사),만화
2023-12,47,아주 작은 습관의 힘,제임스 클리어,비즈니스북스,자기계발
2023-12,48,부의 추월차선(10주년 스페셜 에디션),엠제이 드마코,토트,경제/경영
2023-12,49,머니 트렌드 2024,김도윤 외,북모먼트,경제/경영
2023-12,50,레버리지,롭 무어,다산북스,경제/경영
2023-12,51,비가 오면 열리는 상점(윈터에디션),유영광,클레이하우스,소설
2023-12,52,고양이 해결사 깜냥 6: 하품이의 가족을 찾아라!,홍민정,창비,어린이(초등)
2023-12,53,자본주의,EBS 자본주의 제작팀,가나출판사,경제/경영
2023-12,54,나 혼자 슬퍼하겠습니다,정경심,보리출판사,시/에세이
2023-12,55,AI 2024 트렌드&활용백과,김덕진,스마트북스,경제/경영
2023-12,56,최소한의 한국사(10만 부 기념 청자 에디션),최태성,프런트페이지,역사/문화
2023-12,57,나 없이는 존재하지 않는 세상,카를로 로벨리,쌤앤파커스,과학
2023-12,58,부자 아빠 가난한 아빠 1(20주년 특별 기념판),로버트 기요사키,민음인,경제/경영
2023-12,59,대화의 정석,정흥수,피카(FIKA),자기계발
2023-12,60,도파민네이션,애나 렘키,흐름출판,인문
2023-12,61,아무도 늙지 않는 세상,라정찬,쌤앤파커스,건강
2023-12,62,총 균 쇠,재레드 다이아몬드,김영사,역사/문화
2023-12,63,인간 실격,다자이 오사무,민음사,소설
2023-12,64,당신은 결국 무엇이든 해내는 사람(10만 부 기념 특별 리커버 에디션),김상현,필름(Feelm),시/에세이
2023-12,65,파서블,김익한,인플루엔셜,자기계발
2023-12,66,아침 그리고 저녁,욘 포세,문학동네,소설
2023-12,67,이기적 유전자,리처드 도킨스,을유문화사,과학
2023-12,68,"울트라러닝, 세계 0.1%가 지식을 얻는 비밀",스콧 영,비즈니스북스,자기계발
2023-12,69,세계미래보고서 2024-2034,박영숙 외,교보문고,경제/경영
2023-12,70,결국 해내는 사람들의 원칙,앨런 피즈 외,반니,자기계발
2023-12,71,Go Go 카카오프렌즈 30 : 체코,김미영,아울북,어린이(초등)
2023-12,72,김재우의 영어회화 100,김재우,상상스퀘어,외국어
2023-12,73,이상한 과자 가게 전천당 19,히로시마 레이코,길벗스쿨,어린이(초등)
2023-12,74,원칙,레이 달리오,한빛비즈,경제/경영
2023-12,75,물고기는 존재하지 않는다,룰루 밀러,곰출판,과학
2023-12,76,백앤아 4: 우당탕탕 동물 농장,백앤아,샌드박스스토리,어린이(초등)
2023-12,77,이토록 멋진 인생이라니,모리 슈워츠,나무옆의자,인문
2023-12,78,열혈강호 89,전극진,대원씨아이,만화
2023-12,79,남에게 좋은 사람보다 나에게 좋은 사람,조원희,필름(Feelm),시/에세이
2023-12,80,눈에 갇힌 외딴 산장에서,히가시노 게이고,재인,소설
2023-12,81,불편한 편의점 2(단풍 에디션),김호연,나무옆의자,소설
2023-12,82,데일 카네기 자기관리론(국내최초 초판 무삭제 완역본),데일 카네기,현대지성,자기계발
2023-12,83,블루 아카이브 흥신소 68 업무일지 1,NOGIWA KAEDE,서울미디어코믹스(서울문화사),만화
2023-12,84,망그러진 만화 2,유랑,좋은생각,시/에세이
2023-12,85,흔한남매 이무기 1,이종혁,미래엔아이세움,어린이(초등)
2023-12,86,아주 희미한 빛으로도,최은영,문학동네,소설
2023-12,87,결심이 필요한 순간들(크리스마스 에디션),러셀 로버츠,세계사,인문
2023-12,88,"오늘 밤, 거짓말의 세계에서 잊을 수 없는 사랑을",이치조 미사키,모모,소설
2023-12,89,불안,알랭 드 보통,은행나무,시/에세이
2023-12,90,흔한남매의 흔한 호기심 10,흔한남매,미래엔아이세움,어린이(초등)
2023-12,91,ETS 토익기출 파트별 VOCA,ETS,YBM,외국어
2023-12,92,스파이 패밀리 12,Tatsuya Endo,학산문화사,만화
2023-12,93,지박소년 하나코 군 20,아이다이로,서울미디어코믹스(서울문화사),만화
2023-12,94,해커스 일본어 첫걸음: 기초20일 독학 완성!,해커스 일본어연구소,해커스어학연구소,외국어
2023-12,95,사장학개론,김승호,스노우폭스북스,경제/경영
2023-12,96,어떤 섬세함,이석원,위즈덤하우스,시/에세이
2023-12,97,발명코믹북 무한의 계단 2: 공포를 부르는 주문,임우영,서울문화사,어린이(초등)
2023-12,98,느리게 나이 드는 습관,정희원,한빛라이프,건강
2023-12,99,코스모스,칼 세이건,사이언스북스,과학
2023-12,100,문과 남자의 과학 공부,유시민,돌베개,인문
2023-11,1,트렌드 코리아 2024,김난도 외,미래의창,경제/경영
2023-11,2,마흔에 읽는 쇼펜하우어,강용수,유노북스,인문
2023-11,3,더 마인드(10만부 기념 코멘터리 북),하와이 대저택,웅진지식하우스,자기계발
2023-11,4,남에게 보여주려고 인생을 낭비하지 마라,쇼펜하우어,페이지2북스,인문
2023-11,5,퓨처 셀프,벤저민 하디,상상스퀘어,자기계발
2023-11,6,도시와 그 불확실한 벽,무라카미 하루키,문학동네,소설
2023-11,7,시대예보: 핵개인의 시대(10만 부 기념 스페셜 에디션),송길영,교보문고,경제/경영
2023-11,8,생각이 너무 많은 어른들을 위한 심리학(10만 부 기념 스페셜 에디션),김혜남,메이븐,인문
2023-11,9,세이노의 가르침,세이노(SayNo),데이원,자기계발
2023-11,10,작별하지 않는다,한강,문학동네,소설
2023-11,11,요즘 어른을 위한 최소한의 세계사,임소미,빅피시,역사/문화
2023-11,12,도둑맞은 집중력,요한 하리,어크로스,인문
2023-11,13,쇼펜하우어 아포리즘: 당신의 인생이 왜 힘들지 않아야 한다고 생각하십니까,아르투어 쇼펜하우어,포레스트북스,인문
2023-11,14,아침 그리고 저녁,욘 포세,문학동네,소설
2023-11,15,고양이 해결사 깜냥 6: 하품이의 가족을 찾아라!,홍민정,창비,어린이(초등)
2023-11,16,그대들 어떻게 살 것인가,요시노 겐자부로,양철북,청소년
2023-11,17,역행자(확장판),자청,웅진지식하우스,자기계발
2023-11,18,머니 트렌드 2024,김도윤 외,북모먼트,경제/경영
2023-11,19,흔한남매 14,흔한남매,미래엔아이세움,어린이(초등)
2023-11,20,전지적 푸바오 시점,송영관,위즈덤하우스,시/에세이
2023-11,21,모순,양귀자,쓰다,소설
2023-11,22,더 그레이트 비트코인,오태민,거인의정원,경제/경영
2023-11,23,말의 진심,최정우,밀리언서재,자기계발
2023-11,24,손실 없는 투자 원칙,남석관,모루,경제/경영
2023-11,25,흔한남매의 흔한 호기심 10,흔한남매,미래엔아이세움,어린이(초등)
2023-11,26,구의 증명,최진영,은행나무,소설
2023-11,27,최애의 아이 12,아카사카 아카 외,대원씨아이,만화
2023-11,28,돈의 속성(300쇄 리커버에디션),김승호,스노우폭스북스,경제/경영
2023-11,29,원씽(The One Thing)(60만 부 기념 스페셜 에디션),게리 켈러 외,비즈니스북스,자기계발
2023-11,30,불편한 편의점(벚꽃 에디션),김호연,나무옆의자,소설
2023-11,31,"설자은, 금성으로 돌아오다",정세랑,문학동네,소설
2023-11,32,김대리의 데일리 뜨개,바늘이야기 김대리,웅진리빙하우스,취미/실용/스포츠
2023-11,33,해커스 토익 기출 VOCA(보카),David Cho,해커스어학연구소,외국어
2023-11,34,오십에 읽는 주역,강기진,유노북스,인문
2023-11,35,레버리지,롭 무어,다산북스,경제/경영
2023-11,36,기적의 자세요정,자세요정,다산라이프,건강
2023-11,37,불안,알랭 드 보통,은행나무,시/에세이
2023-11,38,아무도 늙지 않는 세상,라정찬,쌤앤파커스,건강
2023-11,39,해님 달님 떡집,김리리,비룡소,어린이(초등)
2023-11,40,기분이 태도가 되지 말자,김수현,하이스트,시/에세이
2023-11,41,데일 카네기 인간관계론(무삭제 완역본),데일 카네기,현대지성,자기계발
2023-11,42,도파민네이션,애나 렘키,흐름출판,인문
2023-11,43,살아서 천국 극락 낙원에 가는 방법,우명,참출판사,인문
