date,raanking,title,writer,press,kategorie
202401,106,그래서 이런 말이 생겼대요 : 우리말,우리누리 글/송진욱 그림,길벗스쿨,어린이
202301,106,빅 히스토리,"데이비드 크리스천,신시아 브라운,크레이그 벤저민 저/이한음 역",웅진지식하우스,인문
202302,106,타이탄의 도구들 (블랙 에디션),"팀 페리스 저/박선령,정지현 공역",토네이도,자기계발
202303,106,메리골드 마음 세탁소,윤정은 저,북로망스,소설/시/희곡
202304,106,슬램덩크 신장재편판 14,"이노우에 타케히코 글,그림",대원,만화/라이트노벨
202305,106,SQL 자격검정 실전문제,한국데이터진흥원 저,한국데이터산업진흥원,IT 모바일
202306,106,최애의 아이 9,아카사카 아카 글/요코야리 멘고 그림,대원,만화/라이트노벨
202307,106,최애의 아이 6,아카사카 아카 글/요코야리 멘고 그림,대원,만화/라이트노벨
202308,106,ETS 토익 정기시험 실전 1000 Vol. 1 LC + RC 세트 한정판 (전2권),ETS 저,YBM(와이비엠),국어 외국어 사전
202309,106,백앤아 3,백앤아 원저/안성훈 글/돌만 그림,샌드박스스토리 키즈,어린이
202310,106,다시 문학을 사랑한다면,이선재 저,다산초당,인문
202311,106,낮에 뜨는 달 5,헤윰 글그림,artePOP(아르테팝),만화/라이트노벨
202312,106,이은경쌤의 초등어휘일력 365,이은경 저,포레스트북스,가정 살림
202201,106,이은경쌤의 초등영어회화 일력 365,"이은경,이규현 공저",포레스트북스,가정 살림
202202,106,10년 후 100배 오를 암호화폐에 투자하라,박종한 저,나비의활주로,경제 경영
202203,106,파친코 1,이민진 저/이미정 역,문학사상,소설/시/희곡
202402,107,인생은 순간이다,김성근 저,다산북스,에서이
202401,107,메리골드 마음 사진관,윤정은 저,북로망스,소설/시/희곡
202301,107,슬램덩크 그로부터 10일 후 (SLAM DUNK 10 DAYS AFTER),"이노우에 타케히코 글,그림",대원,만화/라이트노벨
202302,107,백년허리2 치료편,정선근 저,언탱글링,건강 취미
202303,107,스즈메의 문단속 스페셜 에디션,신카이 마코토 저/민경욱 역,대원씨아이(단행)(대원키즈),소설/시/희곡
202304,107,슬램덩크 신장재편판 11,"이노우에 타케히코 글,그림",대원,만화/라이트노벨
202305,107,무조건 맛있어! 옥주부 반찬,정종철 저,몽스북,가정 살림
202306,107,최애의 아이 5,아카사카 아카 글/요코야리 멘고 그림,대원,만화/라이트노벨
202307,107,최애의 아이 3,아카사카 아카 글/요코야리 멘고 그림,대원,만화/라이트노벨
202308,107,K 배터리 레볼루션,박순혁 저,지와인,경제 경영
202309,107,키위엔 영어회화 하루 5분의 기적,박강준 저,키위엔,국어 외국어 사전
202310,107,[예스리커버] 회복탄력성,김주환 저,위즈덤하우스,자기계발
202311,107,AI 2024,김덕진 저,스마트북스,경제 경영
202312,107,메리골드 마음 세탁소,윤정은 저,북로망스,소설/시/희곡
202201,107,완전한 행복,정유정 저,은행나무,소설/시/희곡
202202,107,성공의 문을 여는 마스터키,찰스 해낼 저/김우열 역,샨티,경제 경영
202203,107,센 강의 이름 모를 여인,기욤 뮈소 저/양영란 역,밝은세상,소설/시/희곡
202402,108,너는 다시 외로워질 것이다,공지영 저,해냄,에서이
202401,108,해커스 보카 Hackers Vocabulary,David Cho 저,해커스어학연구소,국어 외국어 사전
202301,108,2023 상장기업 업종 지도,박찬일 저,에프엔미디어,경제 경영
202302,108,백은의 언덕 검은 달 3,"오노 후유미 저/야마다 아키히로 그림/추지나,이진 역",엘릭시르,소설/시/희곡
202303,108,나의 히어로 아카데미아 37 트리플 특장판,"호리코시 코헤이 글,그림/오경화 역",서울미디어코믹스(서울문화사),만화/라이트노벨
202304,108,슬램덩크 신장재편판 13,"이노우에 타케히코 글,그림",대원,만화/라이트노벨
202305,108,아주 위험한 과학책,랜들 먼로 저/이강환 역,시공사,자연과학
202306,108,회복탄력성의 힘,지니 킴 저,빅피시,가정 살림
202307,108,최애의 아이 7,아카사카 아카 글/요코야리 멘고 그림,대원,만화/라이트노벨
202308,108,눈에 갇힌 외딴 산장에서,히가시노 게이고 저/김난주 역,재인,소설/시/희곡
202309,108,세상의 마지막 기차역,무라세 다케시 저/김지연 역,모모,소설/시/희곡
202310,108,비스킷,김선미 저,위즈덤하우스,청소년
202311,108,내면소통,김주환 저,인플루엔셜,인문
202312,108,김재우의 영어회화 100,김재우 저,상상스퀘어,국어 외국어 사전
202201,108,부의 시나리오,오건영 저,페이지2,경제 경영
202202,108,2022 고종훈 한국사 동형모의고사 시즌 1,고종훈 저,메가스터디교육(공무원),수험서 자격증
202203,108,사피엔스,유발 하라리 저/조현욱 역/이태수 감수,김영사,인문
202402,109,"죽음이 물었다, 어떻게 살 거냐고",한스 할터 저/한윤진 역,포레스트북스,인문
202401,109,흔한남매 과학 탐험대 9 대기와 날씨,"흔한남매 원저/김언정,이현진 글/이태영,김덕영 그림/정현철,김희목,권경아,최진수 기획/정현철 감수",주니어김영사,어린이
202301,109,타이탄의 도구들 (블랙 에디션),"팀 페리스 저/박선령,정지현 공역",토네이도,자기계발
202302,109,백은의 언덕 검은 달 4,"오노 후유미 저/야마다 아키히로 그림/추지나,이진 역",엘릭시르,소설/시/희곡
202303,109,나는 3학년 2반 7번 애벌레,김원아 글/이주희 그림,창비,어린이
202304,109,슬램덩크 신장재편판 9,"이노우에 타케히코 글,그림",대원,만화/라이트노벨
202305,109,상처 주는 말 하는 친구에게 똑똑하게 말하는 법,김윤나 글/유영근 그림,북라이프,어린이
202306,109,상처 받지 않는 영혼,마이클 A. 싱어 저/이균형 역/성해영 감수,라이팅하우스,인문
202307,109,최애의 아이 9,아카사카 아카 글/요코야리 멘고 그림,대원,만화/라이트노벨
202308,109,키위엔 영어회화 하루 5분의 기적,박강준 저,키위엔,국어 외국어 사전
202309,109,네 인생 우습지 않다,전한길 저,21세기북스,자기계발
202310,109,그릿 (50만 부 판매 기념 리커버 골드에디션),앤절라 더크워스 저/김미정 역,비즈니스북스,자기계발
202311,109,"울트라러닝, 세계 0.1%가 지식을 얻는 비밀",스콧 영 저/이한이 역,비즈니스북스,자기계발
202312,109,긴긴밤,"루리 글,그림",문학동네,어린이
202201,109,타이탄의 도구들 (블랙 에디션),"팀 페리스 저/박선령,정지현 공역",토네이도,자기계발
202202,109,토끼전 : 연애제한구역 외전 스페셜 패키지,"단비 글,그림",blackD(블랙디),만화/라이트노벨
202203,109,트렌드 코리아 2022,"김난도,전미영 등저",미래의창,경제 경영
202402,110,원피스 ONE PIECE 107,"오다 에이치로 글,그림",대원,만화/라이트노벨
202401,110,파서블,김익한 저,인플루엔셜,자기계발
202301,110,돈은 좋지만 재테크는 겁나는 너에게,뿅글이 저,황금부엉이,경제 경영
202302,110,스틱!,"칩 히스,댄 히스 공저/안진환,박슬라 공역",웅진지식하우스,경제 경영
202303,110,서울대생의 비밀과외,소린TV 저,다산에듀,청소년
202304,110,슬램덩크 신장재편판 7,"이노우에 타케히코 글,그림",대원,만화/라이트노벨
202305,110,설민석의 삼국지 대모험 12,단꿈아이 글/스튜디오 담 그림,단꿈아이,어린이
202306,110,최애의 아이 6,아카사카 아카 글/요코야리 멘고 그림,대원,만화/라이트노벨
202307,110,회복탄력성의 힘,지니 킴 저,빅피시,가정 살림
202308,110,내가 가진 것을 세상이 원하게 하라,최인아 저,해냄,자기계발
202309,110,김종원의 진짜 부모 공부,김종원 저,북로그컴퍼니,가정 살림
202310,110,진짜 쓰는 실무 엑셀,오빠두(전진권) 저,제이펍,IT 모바일
202311,110,세상의 마지막 기차역,무라세 다케시 저/김지연 역,모모,소설/시/희곡
202312,110,사피엔스,유발 하라리 저/조현욱 역/이태수 감수,김영사,인문
202201,110,똑똑하게 생존하기,"칼 벅스트롬,제빈 웨스트 공저/박선령 역",안드로메디안,자기계발
202202,110,싱글맘 부동산 경매로 홀로서기,이선미 저/송희창 감수,지혜로,경제 경영
202203,110,2022 수제비 정보처리기사 실기 (1권+2권 합본세트),NCS 정보처리기술사 연구회 저,건기원,IT 모바일
202402,111,자본주의,EBS 자본주의 제작팀 저/EBS MEDIA 기획,가나출판사,경제 경영
202401,111,지적 대화를 위한 넓고 얕은 지식 1,채사장 저,웨일북,인문
202301,111,흔한남매 과학 탐험대 6 물리 2,"흔한남매 원저/이현진,닥터 스코 글/김덕영 그림/정현철,김희목,권경아,최진수 기획/김희목 감수",주니어김영사,어린이
202302,111,고양이 해결사 깜냥 5,홍민정 글/김재희 그림,창비,어린이
202303,111,DO IT 두 잇,데이비드 차 저,아크,종교
202304,111,스킵과 로퍼 4,타카마츠 미사키 글그림/신혜선 역,YNKMEDIA,만화/라이트노벨
202305,111,화산귀환 3,STUDIO LICO 글그림/비가 원저,에이템포미디어,만화/라이트노벨
202306,111,산골 노승의 화려한 점심,향봉 저,불광출판사,종교
202307,111,똥볶이 할멈 5,강효미 글/김무연 그림,슈크림북,어린이
202308,111,NEW 미꽃체 손글씨 노트,최현미(미꽃) 저,시원북스,건강 취미
202309,111,흔한남매 과학 탐험대 8 생물 2,"흔한남매 원저/김언정,이현진 글/김덕영 그림/정현철,김희목,권경아,최진수 기획/권경아 감수",주니어김영사,어린이
202310,111,해커스 일본어 첫걸음 : 일본어 기초 20일 독학 완성!,해커스 일본어연구소 저,해커스어학연구소,국어 외국어 사전
202311,111,일론 머스크,월터 아이작슨 저/안진환 역,21세기북스,경제 경영
202312,111,아주 희미한 빛으로도,최은영 저,문학동네,소설/시/희곡
202201,111,EBS 당신의 문해력,EBS 당신의 문해력 제작팀 기획/김윤정 글,EBS BOOKS,가정 살림
202202,111,나의 아저씨 세트 (초판 에디션),박해영 저,세계사,예술
202203,111,낭만 강아지 봉봉 1,홍민정 글/김무연 그림,다산어린이,어린이
202402,112,2024~2025 대한민국 산업지도,이래학 저,경이로움,경제 경영
202401,112,2024 ADsP 데이터 분석 준전문가,윤종식 저,데이터에듀,IT 모바일
202301,112,김경일의 지혜로운 인간생활,김경일 저,저녁달,인문
202302,112,돈은 좋지만 재테크는 겁나는 너에게,뿅글이 저,황금부엉이,경제 경영
202303,112,해커스 토익 RC 리딩(Reading),David Cho 저,해커스어학연구소,국어 외국어 사전
202304,112,슬램덩크 신장재편판 12,"이노우에 타케히코 글,그림",대원,만화/라이트노벨
202305,112,우정 도둑,유지혜 저,놀,에서이
202306,112,최애의 아이 4,아카사카 아카 글/요코야리 멘고 그림,대원,만화/라이트노벨
202307,112,"그대들, 어떻게 살 것인가",요시노 겐자부로 저/김욱 역,양철북,청소년
202308,112,아버지의 해방일지,정지아 저,창비,소설/시/희곡
202309,112,해커스 일본어 첫걸음 : 일본어 기초 20일 독학 완성!,해커스 일본어연구소 저,해커스어학연구소,국어 외국어 사전
202310,112,[예스리커버] 나는 어떻게 삶의 해답을 찾는가,고명환 저,라곰,자기계발
202311,112,아주 희미한 빛으로도,최은영 저,문학동네,소설/시/희곡
202312,112,열혈강호 89,전극진 글/양재현 그림,대원,만화/라이트노벨
202201,112,허상의 어릿광대,히가시노 게이고 저/김난주 역,재인,소설/시/희곡
202202,112,플랜데믹,미키 윌리스 공저/이원기 역,에디터,사회 정치
202203,112,틴틴팅클! 2,난 글그림,중앙북스(books),만화/라이트노벨
202402,113,타키 포오의 이세계 여행사 5,원작 캐릭온TV 원저/송도수 글/이지운 그림,대원씨아이(단행)(대원키즈),어린이
202401,113,퍼스널 MBA,"조쉬 카우프만 저/이상호,박상진 공역",진성북스,경제 경영
202301,113,"나태주, 시간의 쉼표",나태주 글그림,서울문화사,소설/시/희곡
202302,113,그대 늙어가는 것이 아니라 익어가는 것이다,오평선 저,포레스트북스,에서이
202303,113,2023 이동기 영어 국가직 대비 적중모의고사,이동기 편저,에스티유니타스,수험서 자격증
202304,113,슬램덩크 신장재편판 8,"이노우에 타케히코 글,그림",대원,만화/라이트노벨
202305,113,이어령의 마지막 수업,"김지수,이어령 저",열림원,인문
202306,113,최애의 아이 8,아카사카 아카 글/요코야리 멘고 그림,대원,만화/라이트노벨
202307,113,최애의 아이 4,아카사카 아카 글/요코야리 멘고 그림,대원,만화/라이트노벨
202308,113,백앤아 3,백앤아 원저/안성훈 글/돌만 그림,샌드박스스토리 키즈,어린이
202309,113,마시지 않을 수 없는 밤이니까요,정지아 저,마이디어북스,에서이
202310,113,그리스 로마 신화 35,박시연 글/최우빈 그림/김헌 감수,아울북,어린이
202311,113,도파민네이션,애나 렘키 저/김두완 역,흐름출판,인문
202312,113,봇치·더·록! 6 특별판 BTR! 1ST BAND EDITION,하마지 아키 글그림,대원,만화/라이트노벨
202201,113,사피엔스,유발 하라리 저/조현욱 역/이태수 감수,김영사,인문
202202,113,나는 당신이 행복했으면 좋겠습니다,박찬위 저,하이스트,에서이
202203,113,스즈키 바이올린 교본 1,편집부,세광음악출판사,예술
202402,114,레버리지,롭 무어 저/김유미 역,다산북스,경제 경영
202401,114,초등 미니 논술 일력 365,오현선 저,서사원주니어,어린이
202301,114,공부 독립,"주단,권태형 저",북북북,가정 살림
202302,114,흔한남매 12,흔한남매 원저/백난도 글/유난희 그림/흔한컴퍼니 감수,미래엔아이세움,어린이
202303,114,5천만 원으로 시작하는 미라클 기적의 재개발 재건축,진와이스(장미진) 저,리더스북,경제 경영
202304,114,지적 대화를 위한 넓고 얕은 지식 1,채사장 저,웨일북,인문
202305,114,각각의 계절,권여선 저,문학동네,소설/시/희곡
202306,114,진짜 챗GPT 활용법,"김준성,유원준,안상준 저",위키북스,IT 모바일
202307,114,구슬쥬네 공부의 숲,구슬쥬 저,다산에듀,청소년
202308,114,스틱!,"칩 히스,댄 히스 공저/안진환,박슬라 공역",웅진지식하우스,경제 경영
202309,114,2023 에듀윌 공인중개사 이영방 필살키 최종이론&마무리100선 부동산학개론,이영방 편저,에듀윌,수험서 자격증
202310,114,세계지도를 펼치면 돈의 흐름이 보인다,박정호 저,반니,경제 경영
202311,114,이처럼 사소한 것들,클레어 키건 저/홍한별 역,다산책방,소설/시/희곡
202312,114,ETS 토익 단기공략 750+ (LC+RC),ETS 저,YBM(와이비엠),국어 외국어 사전
202201,114,10년 동안 적금밖에 모르던 39세 김 과장은 어떻게 1년 만에 부동산 천재가 됐을까?,김재수(렘군) 저,비즈니스북스,경제 경영
202202,114,정재승의 인간탐구보고서 8,"정재승 기획/정재은,이고은 글/김현민 그림",아울북,어린이
202203,114,만복이네 떡집,김리리 글/이승현 그림,비룡소,어린이
202402,115,해커스 보카 Hackers Vocabulary,David Cho 저,해커스어학연구소,국어 외국어 사전
202401,115,불편한 편의점,김호연 저,나무옆의자,소설/시/희곡
202301,115,"우리, 편하게 말해요",이금희 저,웅진지식하우스,자기계발
202302,115,SQL 자격검정 실전문제,한국데이터진흥원 저,한국데이터산업진흥원,IT 모바일
202303,115,2023 에듀윌 공인중개사 이영방 합격서 부동산학개론,이영방 편저,에듀윌,수험서 자격증
202304,115,진짜 쓰는 실무 엑셀,오빠두(전진권) 저,제이펍,IT 모바일
202305,115,그릿 (50만 부 판매 기념 리커버 골드에디션),앤절라 더크워스 저/김미정 역,비즈니스북스,자기계발
202306,115,고양이 해결사 깜냥 5,홍민정 글/김재희 그림,창비,어린이
202307,115,최애의 아이 8,아카사카 아카 글/요코야리 멘고 그림,대원,만화/라이트노벨
202308,115,해커스 일본어 첫걸음 : 일본어 기초 20일 독학 완성!,해커스 일본어연구소 저,해커스어학연구소,국어 외국어 사전
202309,115,부의 추월차선 (10주년 스페셜 에디션),엠제이 드마코 저/신소영 역,토트출판사,경제 경영
202310,115,[예스리커버] 하늘과 바람과 별과 인간,김상욱 저,바다출판사,자연과학
202311,115,지랄발랄 하은맘의 육아내공 100,김선미 저,온포인트,가정 살림
202312,115,해커스 일본어 첫걸음 : 일본어 기초 20일 독학 완성!,해커스 일본어연구소 저,해커스어학연구소,국어 외국어 사전
202201,115,채사장의 지대넓얕 2 : 자본이라는 신,채사장 원저/마케마케 글/정용환 그림,돌핀북,어린이
202202,115,머니카피,테이버(김태형) 저,경이로움,경제 경영
202203,115,반짝반짝 캐치! 티니핑 숨은 반짝반짝 친구들을 찾아라!,편집부 저,서울문화사,유아
202402,116,돈의 심리학 (30만 부 기념 스페셜 에디션),모건 하우절 저/이지연 역,인플루엔셜,경제 경영
202401,116,참을 수 없는 존재의 가벼움,밀란 쿤데라 저/이재룡 역,민음사,소설/시/희곡
202301,116,2023 ADsP 데이터 분석 준전문가,윤종식 저,데이터에듀,IT 모바일
202302,116,세상에서 가장 쉬운 본질육아,지나영,21세기북스,가정 살림
202303,116,네 기분은 어떤 색깔이니?,최숙희 글그림,책읽는곰,유아
202304,116,몰입 합본판 (100쇄 기념 합본 에디션),황농문 저,알에이치코리아(RHK),자기계발
202305,116,요괴어사,"설민석,원더스 저",단꿈아이,소설/시/희곡
202306,116,투자 트렌드를 알면 100억이 보인다,"김피비,곽상빈 공저",마인드셋(Mindset),경제 경영
202307,116,순도 100퍼센트의 휴식,박상영 저,인플루엔셜,에서이
202308,116,푸른 사자 와니니 6,이현 글/오윤화 그림,창비,어린이
202309,116,레버리지,롭 무어 저/김유미 역,다산북스,경제 경영
202310,116,결국 해내는 아이는 정서 지능이 다릅니다,김소연 저,웨일북,가정 살림
202311,116,영혼이 강한 아이로 키워라,조선미 저,북하우스,가정 살림
202312,116,설민석의 세계사 대모험 19,"설민석,김정욱 글/박성일 그림/신정환 감수",단꿈아이,어린이
202201,116,세계를 건너 너에게 갈게,이꽃님 저,문학동네,청소년
202202,116,ETS 토익 기출 VOCA 출제기관 공식수험서,ETS 저,YBM(와이비엠),국어 외국어 사전
202203,116,흔한남매의 흔한 호기심 5,"흔한남매 원저/안치현 글/유난희 그림/이정모,흔한컴퍼니 감수",미래엔아이세움,어린이
202402,117,해커스 토익 RC 리딩(Reading),David Cho 저,해커스어학연구소,국어 외국어 사전
202401,117,인간 실격,다자이 오사무 저/김춘미 역,민음사,소설/시/희곡
202301,117,구의 증명,최진영 저,은행나무,소설/시/희곡
202302,117,2023 에듀윌 코레일 한국철도공사 NCS+전공 봉투모의고사 6+2회,에듀윌 취업연구소 저,에듀윌,수험서 자격증
202303,117,"오늘 밤, 세계에서 이 눈물이 사라진다 해도",이치조 미사키 저/김윤경 역,모모,소설/시/희곡
202304,117,최애의 아이 1,아카사카 아카 글/요코야리 멘고 그림,대원,만화/라이트노벨
202305,117,백앤아 2,백앤아 원저/주눅 글/돌만 그림,샌드박스스토리 키즈,어린이
202306,117,난세일기 亂世日記,도올 김용옥 저,통나무,인문
202307,117,칩 워,크리스 밀러 저/노정태 역,부키,경제 경영
202308,117,당신도 느리게 나이 들 수 있습니다,정희원 저,더퀘스트,인문
202309,117,화산귀환 4,STUDIO LICO 글그림/비가 원저,에이템포미디어,만화/라이트노벨
202310,117,세상의 마지막 기차역,무라세 다케시 저/김지연 역,모모,소설/시/희곡
202311,117,인생은 순간이다,김성근 저,다산북스,에서이
202312,117,블루 아카이브 흥신소 68 업무일지 1,블루 아카이브 원저/NOGIWA KAEDE 글그림/심이슬 역,서울미디어코믹스(서울문화사),만화/라이트노벨
202201,117,해커스 토익 RC Reading (리딩),David Cho 저,해커스어학연구소,국어 외국어 사전
202202,117,문학을 열다 세트,김유정 등저/에토프 그림,스푼북,청소년
202203,117,2022 최신판 에듀윌 코레일 한국철도공사 NCS+전공 봉투모의고사 6+2회,에듀윌 취업연구소 저,에듀윌,수험서 자격증
202402,118,보편의 단어,이기주 저,말글터,에서이
202401,118,바다가 들리는 편의점 합본 (겨울 한정판 에디션),마치다 소노코 저/황국영 역,모모,소설/시/희곡
202301,118,스틱!,"칩 히스,댄 히스 공저/안진환,박슬라 공역",웅진지식하우스,경제 경영
202302,118,파친코 1,이민진 저/신승미 역,인플루엔셜,소설/시/희곡
